university_code,university,category,group_code,min_score,min_rank,plan_count,source,verified,has_major_details,major_name,group_name
10153,沈阳建筑大学(中外合作办学),物理,211,472,215783,4,广东省教育考试院官方PDF,True,False,,
10153,沈阳建筑大学,物理,212,505,155655,15,广东省教育考试院官方PDF,True,False,,
10153,沈阳建筑大学,物理,214,505,156134,1,广东省教育考试院官方PDF,True,False,,
10153,沈阳建筑大学(中外合作办学),物理,215,516,136285,3,广东省教育考试院官方PDF,True,False,,
10153,沈阳建筑大学(中外合作办学),物理,216,518,132682,3,广东省教育考试院官方PDF,True,False,,
10157,沈阳农业大学,物理,206,540,95302,2,广东省教育考试院官方PDF,True,False,,
10157,沈阳农业大学,物理,207,523,124565,4,广东省教育考试院官方PDF,True,False,,
10157,沈阳农业大学(中外合作办学),物理,208,530,112381,4,广东省教育考试院官方PDF,True,False,,
10158,大连海洋大学,物理,204,508,150688,"考
2",广东省教育考试院官方PDF,True,False,,
10158,大连海洋大学,物理,205,510,147550,14,广东省教育考试院官方PDF,True,False,,
10158,大连海洋大学,物理,206,507,152673,9,广东省教育考试院官方PDF,True,False,,
10158,大连海洋大学,物理,207,509,149183,4,广东省教育考试院官方PDF,True,False,,
10159,中国医科大学,物理,"育
203",567,58127,26,广东省教育考试院官方PDF,True,False,,
10159,中国医科大学(中外合作办学),物理,204,543,91934,10,广东省教育考试院官方PDF,True,False,,
10160,锦州医科大学,物理,202,507,152042,7,广东省教育考试院官方PDF,True,False,,
10160,锦州医科大学,物理,203,523,124765,12,广东省教育考试院官方PDF,True,False,,
10160,"教
锦州医科大学(中外合作办学)",物理,204,484,194425,5,广东省教育考试院官方PDF,True,False,,
10161,大连医科大学,物理,202,563,63578,16,广东省教育考试院官方PDF,True,False,,
10161,大连医科大学,物理,203,567,58488,2,广东省教育考试院官方PDF,True,False,,
10161,大连医科大学,物理,204,602,25040,3,广东省教育考试院官方PDF,True,False,,
10161,"省
大连医科大学",物理,205,595,30241,2,广东省教育考试院官方PDF,True,False,,
10162,辽宁中医药大学,物理,203,506,153498,7,广东省教育考试院官方PDF,True,False,,
10162,辽宁中医药大学,物理,204,502,161433,5,广东省教育考试院官方PDF,True,False,,
10162,辽宁中医药大学,物理,205,520,128746,5,广东省教育考试院官方PDF,True,False,,
10162,"东
辽宁中医药大学",物理,206,543,91417,15,广东省教育考试院官方PDF,True,False,,
10162,辽宁中医药大学,物理,207,539,97467,8,广东省教育考试院官方PDF,True,False,,
10163,沈阳药科大学,物理,203,537,101070,4,广东省教育考试院官方PDF,True,False,,
10163,沈阳药科大学,物理,204,537,100993,42,广东省教育考试院官方PDF,True,False,,
10164,"广
沈阳医学院",物理,202,551,79147,4,广东省教育考试院官方PDF,True,False,,
10165,辽宁师范大学(中外合作办学),物理,205,494,176296,5,广东省教育考试院官方PDF,True,False,,
10165,辽宁师范大学(中外合作办学),物理,206,476,207453,6,广东省教育考试院官方PDF,True,False,,
10167,渤海大学,物理,203,499,165963,2,广东省教育考试院官方PDF,True,False,,
10167,渤海大学(国际本科学术互认),物理,204,528,116121,1,广东省教育考试院官方PDF,True,False,,
10169,鞍山师范学院,物理,204,494,175490,1,广东省教育考试院官方PDF,True,False,,
10172,大连外国语大学,物理,208,550,81682,1,广东省教育考试院官方PDF,True,False,,
10172,大连外国语大学,物理,209,529,114249,12,广东省教育考试院官方PDF,True,False,,
10172,大连外国语大学,物理,210,548,83860,2,广东省教育考试院官方PDF,True,False,,
10173,东北财经大学,物理,209,558,70092,24,广东省教育考试院官方PDF,True,False,,
10173,东北财经大学(中外合作办学),物理,210,558,70013,2,广东省教育考试院官方PDF,True,False,,
10173,东北财经大学(中外合作办学),物理,211,546,86828,3,广东省教育考试院官方PDF,True,False,,
10173,东北财经大学(中外合作办学),物理,212,551,79354,3,广东省教育考试院官方PDF,True,False,,
10173,东北财经大学(中外合作办学),物理,213,551,79881,3,广东省教育考试院官方PDF,True,False,,
10173,东北财经大学(中外合作办学),物理,214,552,78139,4,广东省教育考试院官方PDF,True,False,,
10173,东北财经大学(中外合作办学),物理,215,568,57897,2,广东省教育考试院官方PDF,True,False,,
10173,东北财经大学(中外合作办学),物理,216,560,66896,2,广东省教育考试院官方PDF,True,False,,
10177,沈阳音乐学院,物理,209,502,161858,1,广东省教育考试院官方PDF,True,False,,
10183,吉林大学,物理,220,614,17337,7,广东省教育考试院官方PDF,True,False,,
10183,吉林大学,物理,221,609,20210,22,广东省教育考试院官方PDF,True,False,,
10183,吉林大学,物理,222,605,22912,121,广东省教育考试院官方PDF,True,False,,
10183,吉林大学,物理,223,609,20387,25,广东省教育考试院官方PDF,True,False,,
10183,吉林大学,物理,224,623,12802,2,广东省教育考试院官方PDF,True,False,,
10183,吉林大学(联合培养),物理,225,616,16333,5,广东省教育考试院官方PDF,True,False,,
10183,吉林大学,物理,226,621,13769,18,广东省教育考试院官方PDF,True,False,,
10183,吉林大学,物理,229,619,14407,7,广东省教育考试院官方PDF,True,False,,
10183,吉林大学,物理,230,621,13639,30,广东省教育考试院官方PDF,True,False,,
10183,吉林大学,物理,231,614,17342,16,广东省教育考试院官方PDF,True,False,,
10184,延边大学,物理,206,567,58797,18,广东省教育考试院官方PDF,True,False,,
10184,延边大学,物理,207,559,69273,10,广东省教育考试院官方PDF,True,False,,
10184,延边大学,物理,208,571,54370,6,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学,物理,217,525,120434,"考
4",广东省教育考试院官方PDF,True,False,,
10186,长春理工大学,物理,218,529,112997,13,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学,物理,219,525,120571,8,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学,物理,220,552,77763,115,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学,物理,"育
221",567,58803,8,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学,物理,222,529,114019,18,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学,物理,223,539,97036,18,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学(中外合作办学),物理,224,539,98076,27,广东省教育考试院官方PDF,True,False,,
10186,"教
长春理工大学(中外合作办学)",物理,225,537,101296,4,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学,物理,226,534,104859,2,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学(中外合作办学),物理,227,564,62373,7,广东省教育考试院官方PDF,True,False,,
10186,长春理工大学(中外合作办学),物理,228,571,54423,9,广东省教育考试院官方PDF,True,False,,
10188,"省
东北电力大学",物理,205,569,55964,37,广东省教育考试院官方PDF,True,False,,
10188,东北电力大学(中外合作办学),物理,206,584,40075,7,广东省教育考试院官方PDF,True,False,,
10188,东北电力大学,物理,207,572,52458,2,广东省教育考试院官方PDF,True,False,,
10190,长春工业大学,物理,216,520,129903,3,广东省教育考试院官方PDF,True,False,,
10190,"东
长春工业大学",物理,217,519,131020,2,广东省教育考试院官方PDF,True,False,,
10190,长春工业大学,物理,218,532,109406,22,广东省教育考试院官方PDF,True,False,,
10190,长春工业大学,物理,219,538,99654,17,广东省教育考试院官方PDF,True,False,,
10190,长春工业大学,物理,220,520,128312,8,广东省教育考试院官方PDF,True,False,,
10191,"广
吉林建筑大学",物理,209,491,180250,7,广东省教育考试院官方PDF,True,False,,
10191,吉林建筑大学,物理,210,494,175626,15,广东省教育考试院官方PDF,True,False,,
10191,吉林建筑大学,物理,211,499,166354,2,广东省教育考试院官方PDF,True,False,,
10191,吉林建筑大学(中外合作办学),物理,212,513,141782,2,广东省教育考试院官方PDF,True,False,,
10193,吉林农业大学,物理,204,506,154697,2,广东省教育考试院官方PDF,True,False,,
10193,吉林农业大学,物理,205,507,152012,4,广东省教育考试院官方PDF,True,False,,
10199,长春中医药大学,物理,204,540,95943,19,广东省教育考试院官方PDF,True,False,,
10199,长春中医药大学,物理,205,503,159819,3,广东省教育考试院官方PDF,True,False,,
10199,长春中医药大学,物理,206,516,135224,20,广东省教育考试院官方PDF,True,False,,
10200,东北师范大学(中外合作办学),物理,219,538,99337,3,广东省教育考试院官方PDF,True,False,,
10200,东北师范大学(中外合作办学),物理,220,554,75671,3,广东省教育考试院官方PDF,True,False,,
10200,东北师范大学,物理,221,589,35747,10,广东省教育考试院官方PDF,True,False,,
10200,东北师范大学,物理,222,598,28343,6,广东省教育考试院官方PDF,True,False,,
10201,北华大学,物理,208,500,163974,4,广东省教育考试院官方PDF,True,False,,
10201,北华大学,物理,209,508,150644,12,广东省教育考试院官方PDF,True,False,,
10201,北华大学,物理,210,503,160149,12,广东省教育考试院官方PDF,True,False,,
10201,北华大学,物理,211,508,149893,2,广东省教育考试院官方PDF,True,False,,
10201,北华大学,物理,212,477,206830,5,广东省教育考试院官方PDF,True,False,,
10203,吉林师范大学,物理,206,514,139378,13,广东省教育考试院官方PDF,True,False,,
10205,长春师范大学(校企联合培养),物理,208,488,185768,2,广东省教育考试院官方PDF,True,False,,
10205,长春师范大学,物理,209,537,101468,2,广东省教育考试院官方PDF,True,False,,
10205,长春师范大学,物理,210,520,129408,6,广东省教育考试院官方PDF,True,False,,
10206,白城师范学院,物理,202,491,181867,17,广东省教育考试院官方PDF,True,False,,
10207,吉林财经大学,物理,210,525,120145,15,广东省教育考试院官方PDF,True,False,,
10207,吉林财经大学(中外合作办学),物理,211,512,143655,6,广东省教育考试院官方PDF,True,False,,
10212,黑龙江大学,物理,211,525,120374,6,广东省教育考试院官方PDF,True,False,,
10212,黑龙江大学,物理,212,517,133865,8,广东省教育考试院官方PDF,True,False,,
10212,黑龙江大学,物理,213,501,163447,110,广东省教育考试院官方PDF,True,False,,
10212,黑龙江大学(联合培养),物理,215,523,124047,2,广东省教育考试院官方PDF,True,False,,
10212,黑龙江大学(联合培养),物理,216,532,108634,4,广东省教育考试院官方PDF,True,False,,
10213,哈尔滨工业大学,物理,206,673,765,14,广东省教育考试院官方PDF,True,False,,
10213,哈尔滨工业大学,物理,207,673,740,"考
1",广东省教育考试院官方PDF,True,False,,
10213,哈尔滨工业大学(中外合作办学),物理,208,635,7941,4,广东省教育考试院官方PDF,True,False,,
10213,哈尔滨工业大学(中外合作办学),物理,209,615,16621,4,广东省教育考试院官方PDF,True,False,,
10213,哈尔滨工业大学(中外合作办学),物理,210,621,13665,5,广东省教育考试院官方PDF,True,False,,
10213,哈尔滨工业大学(中外合作办学),物理,"育
211",628,10305,6,广东省教育考试院官方PDF,True,False,,
10213,哈尔滨工业大学(中外合作办学),物理,212,630,9838,5,广东省教育考试院官方PDF,True,False,,
10214,哈尔滨理工大学,物理,211,542,92366,40,广东省教育考试院官方PDF,True,False,,
10214,哈尔滨理工大学,物理,212,563,64013,24,广东省教育考试院官方PDF,True,False,,
10214,"教
哈尔滨理工大学",物理,213,540,95677,71,广东省教育考试院官方PDF,True,False,,
10214,哈尔滨理工大学,物理,214,543,91395,77,广东省教育考试院官方PDF,True,False,,
10214,哈尔滨理工大学,物理,215,533,107697,22,广东省教育考试院官方PDF,True,False,,
10214,哈尔滨理工大学,物理,216,530,111850,44,广东省教育考试院官方PDF,True,False,,
10214,"省
哈尔滨理工大学",物理,217,523,123574,23,广东省教育考试院官方PDF,True,False,,
10214,哈尔滨理工大学,物理,218,516,135614,12,广东省教育考试院官方PDF,True,False,,
10216,燕山大学,物理,205,567,58485,42,广东省教育考试院官方PDF,True,False,,
10217,哈尔滨工程大学,物理,211,617,15954,41,广东省教育考试院官方PDF,True,False,,
10217,"东
哈尔滨工程大学(中外合作办学)",物理,213,540,96144,6,广东省教育考试院官方PDF,True,False,,
10217,哈尔滨工程大学(中外合作办学),物理,214,598,28201,17,广东省教育考试院官方PDF,True,False,,
10217,哈尔滨工程大学,物理,215,630,9616,1,广东省教育考试院官方PDF,True,False,,
10217,哈尔滨工程大学,物理,216,627,10746,1,广东省教育考试院官方PDF,True,False,,
10217,"广
哈尔滨工程大学",物理,217,626,11323,1,广东省教育考试院官方PDF,True,False,,
10217,哈尔滨工程大学,物理,218,630,9619,2,广东省教育考试院官方PDF,True,False,,
10217,哈尔滨工程大学,物理,219,622,13326,2,广东省教育考试院官方PDF,True,False,,
